1.549084100000000000e+07,2.808564696844387587e+00,1.226897522226407800e+00,-5.592326259750557416e-01,1.573490682954406417e+00,-9.505133039971997988e-01,1.817696551222235390e+00
1.161037100000000000e+07,5.436685179275838609e-01,-1.511401545984640826e-01,7.770184687815485658e-01,7.289299241475569735e-01,2.083818353471088791e+00,1.274190902153155003e+00
1.090796900000000000e+07,3.039545610274996701e+00,-1.104549942634276860e+00,-4.591665664782380862e-02,5.823950232605563659e-01,1.861977959119895054e+00,5.416398099296130253e-01
9.564494000000000000e+06,-1.685226318167935833e-01,-6.799220538452179774e-01,-1.512533711868487174e+00,-5.249179716195352396e-01,1.409797538450030085e+00,-1.920677087157261598e+00
9.162255000000000000e+06,-8.550492356244366876e-01,5.939616125219608911e-01,4.755471852084127149e-01,1.021999725921557634e+00,8.285716864021790140e-02,1.311999990784047609e+00
8.697357000000000000e+06,-7.600904156585197580e-01,9.096784567218896972e-03,9.888631545356446617e-01,5.029918749966643121e-01,1.064725183824716259e-02,-1.767328740573447243e-01
8.035425000000000000e+06,-2.262678601744458617e-01,-3.193889407224312360e-01,-1.192475094088570609e-01,8.292666296810198290e-01,4.523705845372532480e-02,-2.192680987670988235e-01
7.944719000000000000e+06,1.788398995859198148e+00,-7.440168295114911734e-01,5.407301654404422786e-01,1.482537985852130147e+00,1.709649772294038694e+00,7.212329809263521296e-01
7.878016000000000000e+06,-7.985872345636212399e-01,-4.796258798881142260e-01,1.461439761217858901e+00,-3.531184326485695690e-01,3.031085013627090041e-01,-4.366703583947306733e-01
7.376921000000000000e+06,-7.427668471512240966e-01,-2.072230833064531430e-01,1.659280291062722734e-01,2.813849066601664672e-01,5.096507130137403752e-02,1.162875628320719501e-01
7.327331000000000000e+06,-5.996870035539302313e-01,-1.889710944546123095e+00,-4.288666655109966142e-01,-5.740035541826687959e-01,1.511793122059773786e+00,-8.431180611768253064e-01
7.287749000000000000e+06,-8.848842702758904499e-01,6.740800821048024138e-01,1.249595075463762806e+00,8.307103232858182862e-01,-2.463003180307929973e-01,2.722500534345037027e-01
7.196780000000000000e+06,-4.661603861730553855e-02,4.915601935863964100e-02,-1.308836898643394919e+00,-5.032625675475645988e-01,-1.055760920707544237e+00,-1.887594134605230733e+00
6.888590000000000000e+06,1.685740812112261455e+00,3.856535916065730318e-01,3.451812247443535875e-01,9.346562628312768961e-01,-7.292272334699724246e-01,9.244568323173995017e-01
6.660576000000000000e+06,7.425687489372748695e-01,2.814995811488790745e-01,-7.466336941421407580e-01,5.643488532005807023e-01,4.305671807945914836e-02,-4.224919501581460013e-01
6.536571000000000000e+06,-1.556903588484264966e-01,-2.552941650561580400e-01,-1.528829456926494634e+00,-8.901724536334378879e-01,-8.030262119006459365e-01,-1.483760575841753249e-01
6.535813000000000000e+06,2.462093326698474804e+00,9.705184195613159037e-01,1.697728064558966077e+00,9.498150456816560894e-01,1.215859264746425306e-01,1.411248848440140424e+00
6.533851000000000000e+06,-5.143523883142886444e-01,6.420326942716657603e-01,3.859205873893720717e-01,9.945695474303950512e-01,-7.289315940971907715e-01,-6.068112572337471811e-01
6.352673000000000000e+06,-1.621064953326100955e-01,-1.030690728487591856e-01,1.414844115192611940e-01,2.099220732226636799e-01,2.310464042471288559e-01,-3.090646842654686255e-01
6.206513000000000000e+06,-9.024644842425534330e-01,7.301630108127914465e-01,-5.177294002805326971e-03,1.312407717611708546e-01,-2.101953596298073434e-01,2.155364204881648760e-01
6.069244000000000000e+06,1.191698302830125566e+00,6.517971327520794000e-02,-4.696060281560150984e-01,1.485650950187472896e-01,-3.590128289038796439e-01,-2.712555956345760744e-01
5.959581000000000000e+06,-7.312178014796937298e-01,4.337246733562779011e-01,3.940684599183757464e-01,2.308556304922351199e-01,-8.763078214289513612e-01,8.819216076076453747e-01
5.955654000000000000e+06,-7.074780964882143586e-01,4.577602142311303357e-01,6.466525083174903266e-01,5.737328616317685093e-01,-1.023277544623137025e+00,1.477414753544202375e+00
5.837595000000000000e+06,-3.314924985150565773e-01,8.022696334373488058e-01,-1.273953819378607633e-01,1.925977499650872726e-01,-2.087910726090936031e-01,-1.200192411110059115e-01
5.770138000000000000e+06,-8.537660083275999678e-01,1.290992297892680885e+00,-2.335468837297860034e+00,-2.477513572108875461e+00,1.048193630616209182e+00,-1.254291900037781016e+00
5.756912000000000000e+06,-7.729226886268869556e-01,1.106719817852146459e+00,1.225151457876751726e+00,-2.323444395221837752e-02,2.722511418286013840e-01,1.633377244146634100e+00
5.738873000000000000e+06,-5.201269111500538278e-01,8.343170212704853483e-01,4.836950577374164451e-01,7.137711412971776692e-01,1.201446845323308754e-01,5.652704903239208489e-01
5.716202000000000000e+06,-2.955621342036285348e-01,-1.271046137236116480e-01,3.370333522153499128e-01,2.553984217738015650e-01,-8.026566626846689534e-01,2.958807338288115263e-01
5.711186000000000000e+06,8.003139772949271480e-01,-1.593272607089610160e+00,-1.048104977715277553e+00,-6.151488219194123364e-01,-1.028081684430842246e+00,-1.197578267091442550e+00
5.710675000000000000e+06,-5.996870035539302313e-01,-4.395666450966934646e-01,-6.977464589681185991e-01,-1.015051950448467855e+00,-6.902767461059613474e-01,-4.744794470256232244e-01
5.701881000000000000e+06,-2.711808155637308593e-01,-3.315819703120700179e+00,-2.311025219710848955e+00,-8.880069132262407017e-01,2.156139135037852927e+00,-2.125318779371967448e+00
5.688778000000000000e+06,-3.449663851318421348e-01,-7.039575947200703565e-01,-1.471794349223468856e+00,-1.749170148488267573e+00,6.014086284996127407e-01,-1.660739602819875760e+00
5.646190000000000000e+06,-1.621064953326100955e-01,-1.511401545984640826e-01,7.281312336075272951e-01,-4.830508570803923596e-01,9.353829582326096334e-03,1.730011957784107490e-01
