2.883309500000000000e+07,-9.672251541151770660e-01,-1.292347042115440381e-01,1.225912264177658972e+00,6.113721852248831246e-01,-1.018548761371262268e+00
2.786332100000000000e+07,-1.193131812001645142e-01,-1.292347042115440381e-01,9.080325064877062813e-01,-9.661354229773536639e-01,3.232389694158603333e-01
2.775461200000000000e+07,-8.573759963337836965e-01,-1.127260129638756325e-01,-2.206011786437864913e-02,-1.047632370313110517e+00,1.459351208622474916e+00
2.640879700000000000e+07,-9.567696318685142698e-01,-1.061975759704808064e+00,1.178818966742110286e+00,6.059742864434967125e-01,2.002922150656674116e+00
2.332259100000000000e+07,1.014471298712209091e+00,-3.018255672553359428e-02,7.373193032839247922e-03,-1.200925146195700011e+00,2.840626853052873879e-01
2.238149100000000000e+07,-1.237247939624694648e-01,1.349043557511504787e-01,-8.638528095248099170e-01,-7.075647470857661103e-01,-8.275643763322193536e-01
2.225077500000000000e+07,5.865448607686283289e-01,9.363262763197945093e-02,-5.400863896554136678e-01,1.027501109462672702e+00,-5.386392810167440759e-01
2.113288100000000000e+07,-1.987222109216537913e-01,2.091934663656573878e-01,6.784526814894066282e-01,3.056548269699980724e-01,-1.571913774433104871e+00
2.095888200000000000e+07,-7.806139342696774008e-01,5.641303281905281075e-01,-1.103600505560323464e-01,-4.832688410787865929e-01,3.966945021231840784e-01
2.042720100000000000e+07,1.630300355873526841e-01,5.888933650620307159e-01,-2.457532806832346817e-01,-1.615015703061497332e+00,-5.383276514840432819e-02
1.994716200000000000e+07,1.583569345049548271e+00,5.806390194381965131e-01,-5.636330383731873450e-01,8.423871540506517874e-01,-2.203319726183391170e-01
1.877461400000000000e+07,-1.325480194870793937e-01,1.514130469988188843e-01,8.079592494371654610e-01,-6.716290852684244639e-01,9.157802665882757154e-01
1.734665200000000000e+07,-8.119363848820425611e-01,1.009864991877575058e+00,1.220025601998215414e+00,2.335192705278340553e-01,5.289144609963678523e-01
1.726452400000000000e+07,-9.006098014043721900e-01,-5.997324047700935967e-01,1.172932304562666728e+00,9.309840712393561979e-02,-1.625781165085142810e+00
1.668781700000000000e+07,-9.279618005306630169e-01,2.504651944848284018e-01,1.078745709691569354e+00,3.857928627244268660e-01,5.778848161345839785e-01
1.663280300000000000e+07,2.099728038239228045e+00,-9.546692665949634282e-01,-4.046931595282113325e-01,3.350601636881799239e-01,-2.007438305630526443e-01
1.650573700000000000e+07,5.644867969571035760e-01,-1.301351782795999945e+00,-5.224264031170828826e-01,-1.279817513000578000e+00,-1.302576821172915844e+00
1.650487600000000000e+07,-7.078544081481007166e-02,-3.521020360550675132e-01,1.325985521228199682e+00,-8.579509620860706898e-01,2.448864011947144426e-01
1.637935800000000000e+07,1.640920310959512962e+00,-2.695585798167254854e-01,-2.300198381309042084e+00,-6.984675889996533327e-01,-1.077313187537121575e+00
1.588627000000000000e+07,-6.703236152120535252e-01,4.155521069615124574e-01,2.899329776461304076e-01,5.735491462112530803e-01,7.052077394939461064e-01
1.556588500000000000e+07,-3.487170448400223055e-01,6.549281300527043381e-01,5.548327757210914646e-01,-1.046273458731782569e+00,8.570158404224162974e-01
1.532073800000000000e+07,-9.565490512303990167e-01,-2.357908022646777013e+00,1.526132035329281544e+00,8.360078191271956838e-01,2.155041881117847336e-01
1.521561900000000000e+07,-7.153220653875640433e-01,1.373056199326279092e+00,-1.692266723504681492e-01,-1.010790767441550164e+00,-6.561681333484629119e-01
1.511214500000000000e+07,-6.562064543726776611e-01,-4.924259116602489605e-01,4.194395455938891848e-01,-9.002659588268688839e-01,-5.974037071826034939e-01
1.488263800000000000e+07,3.483177716041607197e-01,1.596673926226521711e-01,1.957463827750331453e-01,-1.433144604832194691e-01,-1.615675464524796712e-01
1.476555400000000000e+07,8.623588906679201943e-03,3.495173419708388352e-01,1.037539074435464448e+00,2.097115514143551351e+00,1.488733421705404680e+00
1.460108100000000000e+07,-8.710519958969289434e-01,1.777519134894155028e+00,-5.636330383731873450e-01,-7.479168715424241443e-01,-6.953444174590356353e-01
1.447881000000000000e+07,2.602651893141993522e+00,-8.796297609237302417e-02,-2.523891544127898179e+00,7.251055350732559246e-01,-2.839934342980201532e-01
1.310212800000000000e+07,-2.560731768316181212e-01,-5.749693678985909884e-01,-1.217052540291424290e+00,-8.590456408599180804e-01,-1.547428596863996919e+00
1.306950700000000000e+07,-6.716470990407450437e-01,-5.667150222747567856e-01,5.842660866183093660e-01,3.863968234272400770e-01,7.688692011736271148e-01
1.294539300000000000e+07,-7.987015465951277093e-01,2.504651944848284018e-01,3.429129372611226523e-01,1.579864351323497784e-01,-6.365799912931764393e-01
