4.357500220000000000e+08,-8.611342296917073869e-01,-1.591026749588813072e+00,1.605964913958109364e+00,3.816133785349153373e-01,2.667795629590933970e+00
3.120370260000000000e+08,1.915535244731023934e-01,-3.397210141470932698e-02,-3.731292872611269990e-02,-1.726002433733796471e+00,3.436280142406747395e-01
2.942662030000000000e+08,1.526956971036033117e+00,-4.175737465557985417e-02,-4.039947613911866187e-01,6.059581528684915286e-01,1.554811120456538742e-01
2.764495380000000000e+08,5.689501506756696747e-01,-1.816799673574058582e+00,-3.564619312308999199e-01,-1.407915000222355051e+00,-1.067473752221982375e+00
2.563086710000000000e+08,-8.741150147468066400e-01,1.382947628423725872e+00,-2.546058666017125272e-01,6.023044458619409847e-01,1.018743369175749924e+00
2.539475140000000000e+08,-5.089112026215529827e-01,-1.232904180508769709e+00,1.972646746623183844e+00,-1.067941145328539232e+00,1.915208020810850176e+00
2.358823840000000000e+08,5.896862290384481398e-01,-5.010884958669401534e-01,-3.768331441567374096e-01,7.816226544383231278e-01,-2.042114950918862137e-01
2.326773470000000000e+08,-6.341571159327347162e-01,7.056288564679900066e-01,5.096232728584972060e-02,-1.152621178303882443e+00,-3.370210731119011593e-01
2.274659250000000000e+08,1.427423794894696840e+00,1.375162355182855345e+00,-5.533836561806614318e-01,1.719908941983214479e-01,1.660656329605821435e+00
2.267165410000000000e+08,-4.678537674632516907e-01,5.577086648914498790e-01,7.300027581470983629e-01,4.599531552341861729e-01,1.323098652138284148e+00
2.038447240000000000e+08,-5.926849592071777861e-01,-1.466462377734884637e+00,-5.465932518720489908e-01,7.430079862710557981e-01,-6.635112857444375178e-01
2.023574020000000000e+08,-2.604929838354674287e-01,1.055966152307163730e+00,-1.293537725819422946e+00,-8.310591410705258086e-01,-4.310945242094114116e-01
1.927591160000000000e+08,-8.571529026460539269e-01,6.978435832271194794e-01,7.571643753815483491e-01,1.139112810569425260e+00,1.942172389681582345e-01
1.836821220000000000e+08,-7.332755705068155772e-01,1.709929104540287126e+00,-1.850350879125647108e+00,-1.164012147206658354e-01,8.361301993982300784e-01
1.818084870000000000e+08,1.066616031382352059e+00,9.936839663801995126e-01,-1.544782685238084818e+00,3.873446836432294371e-01,1.444136472106526403e-01
1.790073160000000000e+08,-6.275215708566456163e-01,-3.609535775312714967e-01,9.849515744613716872e-02,-9.414942263763559360e-01,7.807928752232238256e-01
1.746996060000000000e+08,-8.104137820163513917e-01,1.305094896015020600e+00,-1.402184194757222890e+00,1.138217294146250946e+00,6.140766094814331666e-02
1.738090870000000000e+08,2.808446613855740015e+00,-2.735461915996780125e+00,-2.665199396159145362e+00,-1.711530888335302647e+00,-1.521239810457033048e+00
1.697536090000000000e+08,-7.805538291739503309e-01,1.087107245270645839e+00,-4.039947613911866187e-01,-9.031661234645046443e-01,-3.812909324519058174e-01
1.673184930000000000e+08,-4.069055319001599336e-02,1.024825059343681621e+00,-6.756109337356863698e-01,-1.011093762785447492e+00,-1.399497697272019670e+00
1.658974310000000000e+08,-8.660279441853231397e-01,5.499233916505793518e-01,1.341139145922221942e+00,2.104801900663449743e+00,4.819713246781902605e-01
1.648918130000000000e+08,-6.835089824361474387e-01,-7.891436057791496594e-01,1.117055803738010500e+00,1.106014523568910279e+00,9.302036504957400531e-01
1.621330830000000000e+08,-4.819543007499410003e-01,-2.831008451225662248e-01,2.003512220753245754e-01,7.431870895556914602e-01,-4.034258621219082852e-01
