1.091390261000000000e+09,-9.077514468011074200e-01,-1.380628254708068825e+00,1.316843178719202978e+00,7.545681236925215751e-01,2.097673571424953920e+00
7.183397800000000000e+08,2.031307884185834800e-01,1.694203078922114636e-01,-2.731979810954215382e-01,-1.634298604985566783e+00,1.666786475532519921e-02
6.748830350000000000e+08,1.612357750325136729e+00,1.616700650792100569e-01,-6.280005539466183562e-01,1.008850599672515447e+00,-1.517945019750731594e-01
6.688665310000000000e+08,-6.682266280894748611e-01,9.056933751273446020e-01,-1.877825468905036099e-01,-9.844024540975322424e-01,-5.927695207693516322e-01
6.423592890000000000e+08,6.232729882416552236e-01,-2.955942608878722733e-01,-6.017188818835673692e-01,1.207956661017859146e+00,-4.738549089596584829e-01
6.382530200000000000e+08,-4.927297300383792766e-01,7.584387616803177634e-01,4.692592546857874414e-01,8.433619565151703190e-01,8.936631268518117066e-01
6.302667230000000000e+08,-7.640715674241131961e-01,5.646826913552833727e-01,1.362836104829543427e+00,3.539605569522061845e-01,6.062861483117198969e-01
5.941785500000000000e+08,-7.364997355607241225e-01,9.134436179403460088e-01,-6.739934800569588047e-01,-7.405543699947313430e-01,2.743161903429937043e-01
5.768372290000000000e+08,-2.882271773373753371e-02,-7.141073727899484025e-01,1.481103629113275977e+00,-8.200100310984914653e-01,3.189091697716286422e-01
5.720888990000000000e+08,-1.207288239450344525e-01,3.631763782172466870e-01,-8.645356025140833456e-01,-4.176972330008131840e-01,-3.747593991182475714e-01
5.578663730000000000e+08,6.013905820008701442e-01,-1.605385296285109620e+00,-5.820076278362786848e-01,-1.273763975143263449e+00,-1.246799885722663204e+00
5.484179710000000000e+08,1.559839975347252716e+00,1.029697260135367110e+00,-7.462680782303509064e-01,3.931402774249340704e-01,-1.072015225464382215e-01
5.456899550000000000e+08,-5.360568943951335985e-01,-1.024117085310004782e+00,1.671645751570400629e+00,-8.884222891260000754e-01,1.423824104503359722e+00
5.404821010000000000e+08,-1.776230801710753648e-01,2.701734644612298064e-01,1.590041159814683039e-02,-3.356025233678020525e-01,-1.617040529592142506e-01
5.376555350000000000e+08,-9.009345520793544948e-02,-2.413425611968623985e-01,9.029068437261399405e-01,-6.196047458618236803e-01,9.977134121852931914e-01
4.931324530000000000e+08,-7.509421236796421928e-01,-1.483396474408463506e-01,3.838438204808694576e-01,2.727184629978761654e-01,-5.729504188010694499e-01
